Quantity,UnitPrice,ItemsInCart,TotalPrice,HasCoupon,OrderMonth,OrderYear,IsHighValueOrder,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_No Coupon,CouponCode_SAVE10,CouponCode_WINTER15
5,24.82,10,124.1,0,10,2023,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
4,26.04,5,104.16,1,3,2024,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1,657.07,4,657.07,1,10,2024,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3,32.62,6,97.85999999999999,0,6,2025,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
2,228.91,4,457.82,1,5,2024,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
3,274.75,3,824.25,1,11,2024,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4,634.05,6,2536.2,1,5,2025,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
5,543.16,6,2715.8,1,7,2024,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
3,449.13,5,1347.39,1,1,2025,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
5,389.62,7,1948.1,1,6,2024,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,305.17,3,305.17,1,4,2023,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
3,445.12,8,1335.36,0,6,2023,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2,230.36,4,460.72,1,12,2024,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1,96.81,3,96.81,0,3,2024,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
5,460.14,10,2300.7,1,3,2025,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
3,601.6,7,1804.8,1,10,2024,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3,184.47,4,553.41,0,2,2024,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1,411.34,5,411.34,0,9,2024,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
1,532.89,2,532.89,0,7,2024,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
3,136.34,8,409.02,1,3,2024,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
5,476.01,7,2380.05,1,10,2023,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
5,236.38,7,1181.9,0,11,2024,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3,396.0,4,1188.0,1,6,2023,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,341.96,6,1709.8,0,1,2024,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1,672.89,1,672.89,1,9,2023,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2,657.48,5,1314.96,1,3,2024,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
3,498.68,4,1496.04,1,8,2023,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
5,558.63,8,2793.15,1,3,2023,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,19.73,3,59.19,0,7,2023,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
5,248.84,10,1244.2,0,6,2023,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3,46.11,5,138.33,1,8,2024,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
5,678.16,7,3330.4075,1,5,2023,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
5,601.72,5,3008.6,1,4,2024,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2,259.32,2,518.64,1,4,2024,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
3,63.68,6,191.04,0,12,2023,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
4,371.07,7,1484.28,1,10,2023,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4,306.35,7,1225.4,1,9,2024,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
4,578.27,9,2313.08,1,10,2023,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1,529.19,5,529.19,0,1,2023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2,587.49,6,1174.98,1,2,2024,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
4,567.57,9,2270.28,1,6,2024,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
5,85.22,7,426.1,1,4,2024,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,438.37,4,438.37,1,8,2024,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2,366.23,2,732.46,1,11,2023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,150.05,4,300.1,1,1,2023,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
4,498.51,4,1994.04,1,10,2023,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
3,339.39,7,1018.17,1,4,2025,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2,575.83,3,1151.66,1,1,2025,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
2,642.98,7,1285.96,1,12,2023,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2,372.23,7,744.46,1,5,2023,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
3,646.34,5,1939.02,0,11,2024,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
5,341.84,8,1709.2,1,6,2024,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3,690.3,6,2070.9,1,2,2024,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
3,382.37,8,1147.11,0,6,2023,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
2,132.6,4,265.2,1,3,2023,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,189.06,7,378.12,1,1,2024,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
4,87.79,6,351.16,1,12,2023,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,46.36,4,92.72,1,4,2025,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
2,642.04,4,1284.08,1,10,2024,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2,651.57,7,1303.14,1,10,2024,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
3,424.89,6,1274.67,1,2,2025,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3,438.89,3,1316.67,0,1,2023,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,72.6,6,72.6,1,4,2024,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4,194.75,5,779.0,0,12,2024,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
4,231.26,6,925.04,1,5,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
4,327.12,4,1308.48,0,8,2024,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,466.42,5,466.42,1,5,2023,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2,253.67,3,507.34,1,7,2024,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,257.0,5,257.0,0,2,2023,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
4,539.2,8,2156.8,1,4,2024,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5,50.74,7,253.7,1,6,2023,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,624.16,2,1248.32,1,5,2023,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
2,372.92,7,745.84,1,2,2023,0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4,358.75,9,1435.0,1,1,2024,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
3,342.02,5,1026.06,0,8,2024,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2,422.34,4,844.68,1,6,2025,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5,22.07,7,110.35,1,4,2025,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3,163.13,5,489.39,1,11,2024,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
3,360.66,5,1081.98,1,2,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3,463.39,3,1390.17,0,8,2023,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,155.27,6,155.27,0,1,2024,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3,509.42,5,1528.26,1,7,2023,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,652.48,5,2609.92,1,5,2025,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4,34.84,8,139.36,0,9,2024,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,234.37,5,234.37,1,2,2025,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3,53.6,4,160.8,1,10,2023,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,332.09,5,332.09,1,9,2023,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
4,593.22,8,2372.88,1,3,2024,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2,444.84,7,889.68,0,8,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
1,24.48,1,24.48,0,7,2024,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
3,239.08,8,717.24,0,11,2024,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
5,196.84,5,984.2,1,1,2023,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,176.58,4,176.58,0,3,2025,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
4,666.52,8,2666.08,1,10,2023,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,101.3,7,506.5,1,11,2024,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4,151.2,9,604.8,1,7,2023,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
5,94.85,6,474.25,1,2,2025,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,388.22,2,776.44,1,1,2023,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3,614.15,3,1842.45,0,11,2023,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2,92.91,3,185.82,1,9,2024,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
3,92.22,5,276.66,1,6,2024,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,562.55,6,1687.65,0,6,2024,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1,92.79,3,92.79,1,3,2023,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4,30.27,9,121.08,1,6,2023,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
2,49.08,7,98.16,1,3,2025,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
5,228.09,9,1140.45,1,3,2025,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
4,650.04,6,2600.16,1,11,2024,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,665.11,3,665.11,1,3,2025,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,386.03,4,386.03,1,12,2024,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
5,21.54,10,107.7,0,7,2024,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
2,475.78,2,951.56,1,7,2024,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
2,68.4,7,136.8,1,1,2024,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
4,532.49,6,2129.96,1,6,2025,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,51.73,1,51.73,1,4,2023,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
3,653.63,7,1960.89,1,7,2024,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
3,454.29,4,1362.87,1,6,2024,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3,122.11,4,366.33,1,10,2023,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
4,64.74,8,258.96,1,4,2023,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2,681.06,3,1362.12,1,1,2024,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
5,128.95,10,644.75,1,9,2023,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,118.59,2,237.18,0,3,2024,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,95.1,1,95.1,1,11,2024,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
3,54.95,8,164.85,1,12,2023,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3,136.97,4,410.91,1,10,2024,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,194.85,5,389.7,0,3,2023,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
4,583.02,4,2332.08,1,10,2024,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
5,95.75,8,478.75,1,9,2024,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4,325.76,8,1303.04,1,7,2024,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
4,186.41,6,745.64,1,9,2023,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,474.6,4,474.6,1,2,2025,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
5,584.46,8,2922.3,0,6,2024,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,132.05,2,132.05,0,3,2025,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
4,494.84,8,1979.36,1,12,2023,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
4,224.61,6,898.44,1,1,2024,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4,44.07,6,176.28,0,6,2024,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
5,418.53,6,2092.65,1,2,2024,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4,532.87,9,2131.48,1,1,2024,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,485.37,5,970.74,1,6,2025,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4,386.73,4,1546.92,1,6,2024,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2,377.47,7,754.94,0,7,2024,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
5,332.64,10,1663.2,0,1,2025,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
3,699.93,7,2099.79,1,11,2024,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,576.35,1,576.35,1,9,2024,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2,461.37,5,922.74,1,6,2024,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
4,111.3,7,445.2,1,3,2023,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
3,661.89,6,1985.67,1,2,2025,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2,259.58,7,519.16,1,3,2025,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3,70.81,8,212.43,1,7,2024,0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,518.39,4,518.39,1,4,2025,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
4,145.41,7,581.64,1,1,2023,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,599.86,7,1199.72,1,1,2023,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4,429.37,8,1717.48,1,10,2024,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,241.49,7,482.98,1,4,2024,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2,452.05,3,904.1,1,5,2025,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3,336.71,4,1010.13,0,6,2023,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,283.69,6,283.69,0,6,2024,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
1,157.72,2,157.72,1,2,2024,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
3,624.84,8,1874.52,1,3,2023,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3,308.01,3,924.03,1,7,2023,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,39.56,5,39.56,0,2,2025,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4,37.76,7,151.04,0,6,2023,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
3,76.96,8,230.88,1,9,2024,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,569.96,4,569.96,1,4,2023,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5,627.43,10,3137.15,1,3,2024,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,534.91,5,1069.82,1,10,2023,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2,278.88,3,557.76,1,1,2023,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2,323.22,7,646.44,0,4,2025,0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
5,653.46,9,3267.3,1,9,2023,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,678.55,5,2714.2,0,7,2023,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,314.38,6,314.38,0,2,2024,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
3,692.44,8,2077.32,1,6,2024,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,604.87,4,604.87,0,7,2024,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
2,512.33,7,1024.66,0,6,2025,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3,20.54,3,61.62,1,4,2025,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,625.22,5,1250.44,0,3,2023,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,21.19,5,21.19,1,8,2023,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
5,64.49,7,322.45,0,3,2025,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
4,246.85,8,987.4,1,4,2023,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
3,588.74,8,1766.22,1,12,2023,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
4,184.48,4,737.92,1,3,2024,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
5,524.26,5,2621.3,1,1,2024,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
2,493.63,6,987.26,1,8,2024,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
1,438.34,5,438.34,1,5,2025,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1,325.81,1,325.81,1,5,2025,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,176.1,1,176.1,1,7,2023,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
5,45.31,8,226.55,0,8,2023,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
4,221.96,7,887.84,0,3,2024,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2,601.43,5,1202.86,1,11,2023,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
5,691.28,10,3330.4075,1,8,2023,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
4,417.89,4,1671.56,0,9,2024,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4,409.28,8,1637.12,0,1,2024,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2,356.35,6,712.7,1,6,2023,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
5,170.22,8,851.1,0,4,2024,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
4,384.85,9,1539.4,1,3,2023,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
4,115.77,7,463.08,1,11,2024,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
3,579.55,8,1738.65,1,4,2025,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2,438.76,2,877.52,0,2,2023,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
5,488.35,9,2441.75,1,5,2025,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
4,328.56,4,1314.24,1,4,2023,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,68.39,3,68.39,1,3,2025,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
4,595.62,8,2382.48,1,5,2023,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
5,644.64,6,3223.2,1,2,2024,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5,397.81,5,1989.05,1,8,2023,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
3,236.5,8,709.5,1,1,2024,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5,472.01,10,2360.05,1,10,2024,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5,253.75,9,1268.75,1,9,2023,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
3,676.21,5,2028.63,1,11,2024,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
3,134.05,3,402.15,0,2,2024,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
5,217.43,10,1087.15,1,4,2024,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,553.56,5,553.56,0,5,2023,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2,28.55,7,57.1,1,11,2023,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2,255.26,6,510.52,1,1,2024,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5,292.54,8,1462.7,1,3,2025,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,147.51,4,590.04,1,12,2024,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
3,569.84,8,1709.52,1,8,2024,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
5,574.79,8,2873.95,1,2,2024,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
